"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19791130044929I","30-NOV-79","COLUMBUS","MA","PORT FIELD","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","GULSTM","GA-690","","AIR EAST AND WESTFIELD AVIATION","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","9223N","0","0","ARSRCH","TPE331*","TPE331","2","AIRLINE TRANSPORT","6000","2000","0","0"
"19791130045459I","30-NOV-79","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","FORCED/PRECAUTIONARY LANDING","FAIRCHILD","FH-227","C","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","375NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19791201048399I","01-DEC-79","TEWKSBURY","MA","TEW MAC","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GULSTM","GA-AA","GA-AA-1B","","INSTRUCTION","GENERAL OPERATING RULES","NONE","9879L","0","0","","","","1","STUDENT","62","62","0","0"
"19791202048249I","02-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-31","PA-31-350","","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","VISUAL FLIGHT RULES","54269","0","0","","","","2","COMMERCIAL PILOT","10000","2000","0","0"
"19791202048299I","02-DEC-79","HYANNIS PORT","MA","","INCIDENT","","DESCENT","BLANCA","BL-8","BL-8-KCAB","","OTHER","GENERAL OPERATING RULES","NONE","50240","0","0","","","","1","COMMERCIAL PILOT","4000","150","0","0"
"19791203048199I","03-DEC-79","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","STARTING ENGINES","MCDONNELL-DOUGLAS-BOEING","DC-10","10","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","NONE","128AA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19791205047729I","05-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","823AA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19791207048819I","07-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FCD/PREC LDG FROM CRUISE","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1640","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19791211047189I","11-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-8","","THE FLYING TIGER LINE INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","783FT","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19791212047299I","12-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","BOEING","727","200","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8104N","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19791212047369I","12-DEC-79","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","DESCENT","BOEING","747","100","THE FLYING TIGER LINE INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","804FT","0","0","PWA","JT9*","JT9","4","AIRLINE TRANSPORT","","0","0","0"
"19791215046729I","15-DEC-79","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FORCED/PRECAUTIONARY LANDING","LOCKHEED","L-1011 TRISTAR","","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","31022","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19791216046589I","16-DEC-79","HYANNIS","MA","HYANNIS MUNI","INCIDENT","","FORCED/PRECAUTIONARY LANDING","DE HAVILLAND-BOMBARDIER","DHC-6 TWIN OTTER","","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","24KA","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800112015009I","12-JAN-80","EAST BOSTON","MA","","INCIDENT","","DESCENT","MCDONNELL-DOUGLAS-BOEING","DC-9","","AIR CANADA","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","","737TM","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19800113012219I","13-JAN-80","EAST BOSTON","MA","EAST BOSTON MUNI","INCIDENT","","CLIMB","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","491DA","0","0","PWA","JT8D1","JT8","3","AIRLINE TRANSPORT","","0","0","0"
"19800113014999I","13-JAN-80","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","","CLIMB","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","","9249H","0","0","","","","1","PRIVATE PILOT","165","165","0","0"
"19800120019719I","20-JAN-80","BOSTON","MA","","INCIDENT","","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-10","10","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","1816U","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800123016679I","23-JAN-80","EAST BOSTON","MA","EAST BOSTON MUNI","INCIDENT","","NORMAL CRUISE","BOEING","727","200","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","64324","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800124017259I","24-JAN-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","965VJ","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19800128019779I","28-JAN-80","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","","9249H","0","0","","","","1","PRIVATE PILOT","165","163","0","0"
"19800128019799I","28-JAN-80","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-23","PA-23-250","","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","","7711M","0","0","","","","2","COMMERCIAL PILOT","2000","350","0","0"
"19800201021419I","01-FEB-80","CHELSEA","MA","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-305","CE-305-A","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","","5174G","0","0","","","","1","COMMERCIAL PILOT","6200","500","0","0"
"19800203020639I","03-FEB-80","MARION","MA","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BEECH","BE-35","BE-35-B35","","PERSONAL","GENERAL OPERATING RULES","","18825","0","0","CONT","E1858","E185","1","PRIVATE PILOT","2158","1010","0","0"
"19800204029099I","04-FEB-80","NANTUCKET","MA","","INCIDENT","MINOR","LOW LEVEL OPERATIONS","PIPER","PA-J3C","PA-J3C-65","","PERSONAL","GENERAL OPERATING RULES","","92195","0","0","CONT","A651","A65","1","PRIVATE PILOT","225","12","0","0"
"19800206030779I","06-FEB-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-31","PA-31-350","PRECISION VALLEY AVIATION INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","GENERAL OPERATING RULES","","27205","0","0","LYC","TIGO541*","O541","2","AIRLINE TRANSPORT","5107","889","0","0"
"19800206030789I","06-FEB-80","CHESTER","MA","","INCIDENT","MINOR","NORMAL CRUISE","PIPER","PA-32","PA-32-300","","INSTRUCTION","GENERAL OPERATING RULES","","57367","0","0","","","","1","PRIVATE PILOT","524","227","0","0"
"19800215028829I","15-FEB-80","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","GULSTM","GA-AA","GA-AA-5B","","PERSONAL","GENERAL OPERATING RULES","","4518B","0","0","","","","1","PRIVATE PILOT","93","43","0","0"
"19800222027839I","22-FEB-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BOEING","707","","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","8415","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800222031779I","22-FEB-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BOEING","707","","DEUTSCHE LUFTHANSA AG","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","","DABUB","0","0","","","","","UNKNOWN/FOREIGN","","0","0","0"
"19800224029409I","24-FEB-80","TEWKSBURY","MA","TEW MAC","INCIDENT","MINOR","TOUCH AND GO LANDING","CESSNA","CE-150","CE-150-G","","INSTRUCTION","GENERAL OPERATING RULES","","4768X","0","0","","","","1","STUDENT","14","14","0","0"
"19800229028169I","29-FEB-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","PIPER","PA-31","PA-31-350","DOWNEAST AIRLINES","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","","76DE","0","0","","","","2","","","0","0","0"
"19800303029759I","03-MAR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","DESCENT","BOEING","727","200","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","7081U","0","0","PWA","JT8D1","JT8","3","AIRLINE TRANSPORT","","0","0","0"
"19800304028539I","04-MAR-80","MARLBOROUGH","MA","MARLBOROUGH MUNI","INCIDENT","MINOR","TO ABORTED (FIXED WING)","MOONEY","M-20","M-20-C","","PERSONAL","GENERAL OPERATING RULES","","9373V","0","0","","","","1","PRIVATE PILOT","1000","400","0","0"
"19800309024279I","09-MAR-80","LAWRENCE","MA","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BBAVIA","BBAVIA-7","BBAVIA-7-GCBC","","INSTRUCTION","GENERAL OPERATING RULES","","5051E","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1550","29","0","0"
"19800309024519I","09-MAR-80","HANSON","MA","CRANLAND","INCIDENT","MINOR","AERIAL TAXI FROM LANDING/ROTORCRAFT","BLANCA","BL-8","CHAMP-8-KCAB","","PERSONAL","GENERAL OPERATING RULES","","1091E","0","0","","","","1","PRIVATE PILOT","580","220","0","0"
"19800309029109I","09-MAR-80","LAWRENCE","MA","","INCIDENT","SUBSTANTIAL","STARTING ENGINES","PIPER","PA-22","PA-22-150","","PERSONAL","GENERAL OPERATING RULES","","1614P","0","0","","","","1","PRIVATE PILOT","500","400","0","0"
"19800316040309I","16-MAR-80","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT","GULSTM","GA-112","GA-112-A","","PERSONAL","GENERAL OPERATING RULES","","1383J","0","0","","","","1","COMMERCIAL PILOT","2200","30","0","0"
"19800321033499I","21-MAR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-1011 TRISTAR","","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","11002","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800323032599I","23-MAR-80","NORTHAMPTON","MA","NORTHAMPTON","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GULSTM","GA-114","","","PERSONAL","GENERAL OPERATING RULES","","114EJ","0","0","","","","1","PRIVATE PILOT","130","9","0","0"
"19800328032649I","28-MAR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","OPERATIONS ON GROUND TO TAKEOFF/ROTORCRAFT","CESSNA","CE-340","","","INSTRUCTION","GENERAL OPERATING RULES","","4579N","0","0","","","","2","PRIVATE PILOT","4500","0","0","0"
"19800329042909I","29-MAR-80","BOSTON","MA","","INCIDENT","","NORMAL CRUISE","BOEING","707","","AIR LINGUS IRIS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","E1ASO","0","0","","","","","UNKNOWN/FOREIGN","","0","0","0"
"19800403047419I","03-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","200","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","762AL","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800410050249I","10-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","DESCENT","BOEING","747","","BRANIFF INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","601BN","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800414050589I","14-APR-80","WOBURN","MA","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-305","CE-305-A","","BUSINESS","GENERAL OPERATING RULES","","5174G","0","0","","","","1","COMMERCIAL PILOT","500","100","0","0"
"19800414050609I","14-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","DE HAVILLAND-BOMBARDIER","DHC-6 TWIN OTTER","","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","52FW","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800417090389I","17-APR-80","BOSTON","MA","BOSTON INTL","INCIDENT","","DESCENT","DOUG","DC-4","","MALLARD AIR","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","NONE","CGQIB","0","0","","","","4","UNKNOWN/FOREIGN","","0","0","0"
"19800418045359I","18-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-182","","","PERSONAL","GENERAL OPERATING RULES","","3672C","0","0","","","","1","COMMERCIAL PILOT","425","350","0","0"
"19800419039839I","19-APR-80","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","","ROLL-OUT (FIXED WING)","NAMER","AT-6","","","PERSONAL","GENERAL OPERATING RULES","","3167G","0","0","","","","1","PRIVATE PILOT","640","118","0","0"
"19800419044949I","19-APR-80","ORANGE","MA","ORANGE MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-185","CE-185-B","","PERSONAL","GENERAL OPERATING RULES","","11LP","0","0","","","","1","COMMERCIAL PILOT","525","95","0","0"
"19800420044029I","20-APR-80","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-150","","FOUR STAR AVIATION","INSTRUCTION","GENERAL OPERATING RULES","","3641V","0","0","","","","1","STUDENT","35","2","0","0"
"19800421044689I","21-APR-80","MARSHFIELD","MA","MARSHFIELD MUNI","INCIDENT","","NORMAL CRUISE","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","","7940N","0","0","LYC","O360A4A","O360","1","COMMERCIAL PILOT","380","300","0","0"
"19800423046539I","23-APR-80","DANVERS","MA","BEVERLY MUNI","INCIDENT","","NORMAL CRUISE","PIPER","PA-31","PA-31-350","DOWNEAST AIRLINES","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","","78DE","0","0","","","","2","AIRLINE TRANSPORT","7700","1000","0","0"
"19800425046269I","25-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-31","PA-31-T","","BUSINESS","GENERAL OPERATING RULES","","3WE","0","0","","","","2","COMMERCIAL PILOT","9000","400","0","0"
"19800429045049I","29-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","LOCKHEED","L-188 ELECTRA","","TRANSAMERICA AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","852U","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800429046729I","29-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","989VJ","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19800429046739I","29-APR-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","BOEING","707","","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","7571","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800503043729I","03-MAY-80","WINCHESTER","MA","","INCIDENT","","NORMAL CRUISE","CESSNA","CE-305","CE-305-A","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","","1827","0","0","","","","1","COMMERCIAL PILOT","450","65","0","0"
"19800510053379I","10-MAY-80","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-310","CE-310-A","","PERSONAL","GENERAL OPERATING RULES","","65NE","0","0","","","","2","AIRLINE TRANSPORT","7000","300","0","0"
"19800513043459I","13-MAY-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","CONVAIR-GENERAL DYNAMICS","CV-340","CV-340-580STC","INTERSTATE AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","5834","0","0","ALLSN","501D13","501D","2","AIRLINE TRANSPORT","","0","0","0"
"19800514043309I","14-MAY-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","757DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800514043329I","14-MAY-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","MCDONNELL-DOUGLAS-BOEING","DC-8","71","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","1304L","0","0","PWA","JT3D*","JT3D","4","AIRLINE TRANSPORT","24000","38","0","0"
"19800515045279I","15-MAY-80","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","FINAL APPROACH","PIPER","PA-38","PA-38-112","","INSTRUCTION","GENERAL OPERATING RULES","","9266T","0","0","","","","1","STUDENT","42","42","0","0"
"19800516054219I","16-MAY-80","FALMOUTH","MA","","INCIDENT","MINOR","OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT","GULSTM","GA-AA","GA-AA-5A","","INSTRUCTION","GENERAL OPERATING RULES","","26873","0","0","","","","1","STUDENT","70","20","0","0"
"19800517052379I","17-MAY-80","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","MINOR","FINAL APPROACH","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","","4849L","0","0","","","","1","PRIVATE PILOT","193","185","0","0"
"19800518052639I","18-MAY-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","457DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800518052679I","18-MAY-80","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","LEVEL OFF TOUCHDOWN","BEECH","BE-18","BE-18-G18S","GULL AIR INC","ALL CARGO CARRIERS","AIR TAXI/COMMUTER","","9690R","0","0","","","","2","AIRLINE TRANSPORT","3000","600","0","0"
"19800520053509I","20-MAY-80","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","","69252","0","0","","","","1","STUDENT","46","46","0","0"
"19800522058399I","22-MAY-80","CHICOPEE","MA","WESTOVER ARB/METROPOLITAN","INCIDENT","","FCD/PREC LDG FROM CRUISE","PIPER","PA-28","PA-28-151","","BUSINESS","GENERAL OPERATING RULES","","32807","0","0","LYC","O320E3D","O320","1","COMMERCIAL PILOT","500","200","0","0"
"19800528052239I","28-MAY-80","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","","TAKEOFF GROUND ROLL","LOCKHEED","L-18","","","BUSINESS","GENERAL OPERATING RULES","","631LS","0","0","WRIGHT","R1820*","R1820","2","AIRLINE TRANSPORT","25000","400","0","0"
"19800531052279I","31-MAY-80","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-140","NEW ENGLAND FLYERS AIR SERVICE INC","INSTRUCTION","PILOT SCHOOLS","","6526W","0","0","","","","1","STUDENT","66","19","0","0"
"19800601051199I","01-JUN-80","NORTHAMPTON","MA","NORTHAMPTON","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-23","BE-23-A24R","","PERSONAL","GENERAL OPERATING RULES","","7670R","0","0","","","","1","PRIVATE PILOT","180","40","0","0"
"19800601051299I","01-JUN-80","ROCHESTER","MA","","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","DE HAVILLAND-BOMBARDIER","DHC-2","","","OTHER","GENERAL OPERATING RULES","","5160G","0","0","","","","","PRIVATE PILOT","418","128","0","0"
"19800604054969I","04-JUN-80","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","STARTING ENGINES","BOEING","747","","BRANIFF INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","601BN","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19800606055439I","06-JUN-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","LOCKHEED","L-1011 TRISTAR","","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","81026","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19800612054039I","12-JUN-80","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-18","BE-18-D18S","PRECISION VALLEY AVIATION INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","","796D","0","0","","","","2","COMMERCIAL PILOT","3400","3200","0","0"
"19800624056239I","24-JUN-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-440","","COASTAL AIRLINES EXPRESS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR CARRIER/COMMERCIAL","","5DG","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19800625048699I","25-JUN-80","AUBURN","MA","AUBURN MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","GULSTM","GA-AA","GA-AA-1B","","INSTRUCTION","GENERAL OPERATING RULES","","9879L","0","0","","","","1","STUDENT","60","60","0","0"
"19800626058809I","26-JUN-80","STERLING","MA","STERLING MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","PERSONAL","GENERAL OPERATING RULES","","69169","0","0","","","","1","STUDENT","60","60","0","0"
"19800701059059I","01-JUL-80","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","CONVAIR-GENERAL DYNAMICS","CV-340","CV-340-580STC","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","5823","0","0","ALLSN","501D13","501D","2","AIRLINE TRANSPORT","","0","0","0"
"19800704059309I","04-JUL-80","NEWBURYPORT","MA","NEWBURYPORT MUNI","INCIDENT","SUBSTANTIAL","DESCENT","CURTIS","CURTIS-TRVAIR","CURTIS-TRVAIR-4000","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","","674H","0","0","","","","1","COMMERCIAL PILOT","6500","400","0","0"
"19800708060109I","08-JUL-80","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","DESCENT","RAYTHEON","99","","BAR HARBOR AIRWAYS INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","","100WP","0","0","","","","2","AIRLINE TRANSPORT","2800","1400","0","0"
"19800711060329I","11-JUL-80","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","","","PERSONAL","GENERAL OPERATING RULES","","3064Q","0","0","","","","1","AIRLINE TRANSPORT","12000","400","0","0"
"19800714060659I","14-JUL-80","NEW BEDFORD","MA","NEW BEDFORD MUNI","INCIDENT","","NORMAL CRUISE","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","","49580","0","0","","","","1","STUDENT","45","42","0","0"
