,AIDS Report Number,Event City,Aircraft Make,Aircraft Model,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Total Fatalities,Total Injuries,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model
742,19830929066019I,BOSTON,CONVAIR-GENERAL DYNAMICS,CV-240,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,8050.0,3350.0
743,19830929066039I,NORWOOD,BEECH,BE-56,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,6000.0,60.0
744,19831001065549I,LAWRENCE,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,473.0,114.0
745,19831013065609I,FALMOUTH,DOUG,DC-3,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
746,19831015065849I,PITTSFIELD,NAVION,NAV-A,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,850.0,250.0
747,19831016066919I,ORANGE,,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,3276.0,38.0
748,19831022060689I,NEW BEDFORD,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,90.0,60.0
749,19831024068419I,BOSTON,LEARJET-BOMBARDIER,LEARJET 55,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,5700.0,100.0
750,19831025068499I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
751,19831027068649I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
752,19831112070909I,MANSFIELD,PIPER,PA-28R,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,279.0,87.0
753,19831113070919I,BEVERLY,CESSNA,CE-185,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,1750.0,600.0
754,19831119071799I,DUXBURY,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,900.0,650.0
755,19831128073229I,HYANNIS,CESSNA,CE-402,OTHER,AIR TAXI/COMMUTER,NONE,0,0,,2824.522308892356,547.8739469578783
756,19831201070639I,LAWRENCE,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,19.0,19.0
757,19831207071719I,BOSTON,CASA,212,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,0,0,AIRLINE TRANSPORT,5200.0,1000.0
758,19831208071739I,PLYMOUTH,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,200.0,25.0
759,19831214072369I,BOSTON,BEECH,BE-58,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
760,19831228073099I,WESTFIELD,PIPER,PA-34,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,5100.0,4000.0
761,19831228073249I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,11500.0,500.0
762,19840106009409I,NEW BEDFORD,GULSTM,GA-690,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,4700.0,80.0
763,19840112011069I,PLYMOUTH,SWEARINGEN-FAIRCHILD,SA-226,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,12000.0,2000.0
764,19840121009679I,HUBBARDSTON,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,115.0,5.0
765,19840124011039I,EDGARTOWN,PIPER,PA-23,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,11000.0,2000.0
766,19840202073569I,BEVERLY,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,30.0,29.0
767,19840302020569I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
768,19840304015839I,SOUTHBRIDGE,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,850.0,350.0
769,19840315013289I,HYANNIS,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,AIR TAXI FLIGHT FOLLOWING,0,0,AIRLINE TRANSPORT,7000.0,2500.0
770,19840316021589I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,7000.0,400.0
771,19840319015649I,BOSTON,BEECH,BE-200,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,12300.0,4000.0
772,19840319032009I,NORTHAMPTON,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,130.0,58.0
773,19840325015589I,BOSTON,CONVAIR-GENERAL DYNAMICS,CV-240,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,8350.0,3650.0
774,19840329027909I,HYANNIS,BEECH,BE-18,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,7240.0,4180.0
775,19840330015249I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
776,19840330024069I,BOSTON,BEECH,BE-18,SCHEDULED AIR CARRIER HELICOPTER,AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,5500.0,123.0
777,19840406022699I,CHICOPEE,PIPER,PA-60,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2300.0,600.0
778,19840410041799I,HAVERHILL,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,170.0,100.0
779,19840414027029I,NORWOOD,BEECH,BE-33,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,1750.0,962.0
780,19840422027339I,PUTNAM,CESSNA,CE-182,OTHER,PARACHUTE JUMPING,NONE,0,0,COMMERCIAL PILOT,1000.0,800.0
781,19840427014779I,ORANGE,QAC,QUICKIE,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,136.0,1.0
782,19840519038289I,NORWOOD,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,226.0,150.0
783,19840615038889I,WESTFIELD,BEECH,BE-58,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,700.0,7.0
784,19840622038309I,BEVERLY,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,105.0,50.0
785,19840622049989I,BEVERLY,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,3000.0,1000.0
786,19840623035339I,NORWOOD,PIPER,PA-38,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,28.0,28.0
787,19840713049399I,NEW BEDFORD,PIPER,PA-23,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,5200.0,100.0
788,19840720073599I,OAK BLUFFS,DOUG,DC-3,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6800.0,1000.0
789,19840729045839I,EDGARTOWN,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,99.0,12.0
790,19840729060109I,LEBANON,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,177.0,175.0
791,19840730069569I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
792,19840807049159I,NORWOOD,BEECH,BE-95,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,848.0,77.0
793,19840818052019I,MONTAGUE,CASSUTT,IIIM,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2000.0,547.8739469578783
794,19840818052169I,NORTH ATTLEBORO,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,323.0,30.0
795,19840818055459I,LAWRENCE,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,700.0,250.0
796,19840828065039I,WORCESTER,MAULE,M-5,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,387.0,49.0
797,19840902054049I,WORCESTER,PIPER,PA-24,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,800.0,250.0
798,19840914055939I,EAST BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,3350.0,160.0
799,19840919053039I,MANSFIELD,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,19.0,10.0
800,19840921072499I,HYANNIS,DOUG,DC-3,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
801,19841005056119I,FRAMINGHAM,BELL,BHT-206,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,COMMERCIAL PILOT,6300.0,187.0
802,19841005065029I,PLYMOUTH,SCOOTER,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,497.0,47.0
803,19841011066399I,FALMOUTH,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,23000.0,3500.0
804,19841016068789I,BOSTON,AEROSPATIALE,262,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
805,19841023066839I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,8000.0,2000.0
806,19841029063679I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
807,19841029066619I,BOSTON,DOUG,DC-3,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2000.0,400.0
808,19841104069079I,NORTHAMPTON,BEECH,BE-33,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1800.0,200.0
809,19841107065699I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,12000.0,10000.0
810,19841128069509I,BOSTON,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,0,0,AIRLINE TRANSPORT,2824.522308892356,5640.0
811,19841201074459I,BEVERLY,CESSNA,CE-185,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,894.0,100.0
812,19841206073589I,BOSTON,RAYTHEON,1900,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,5800.0,400.0
813,19841207070929I,BOSTON,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4500.0,2000.0
814,19841208070119I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
815,19841214073089I,BEDFORD,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,700.0,300.0
816,19841220070009I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
817,19841221071639I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
818,19841222071139I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
819,19841222071149I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
820,19841224072429I,CHATHAM,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,12.0,12.0
821,19850102002229I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
822,19850103005519I,LAWRENCE,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
823,19850103030719I,HYANNIS,DOUG,DC-3,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6200.0,500.0
824,19850108006189I,BOSTON,SHORTS-BOMBARDIER,330,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
825,19850109006609I,BOSTON,SHORTS-BOMBARDIER,330,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
826,19850110015469I,BEDFORD,CESSNA,CE-172,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13500.0,1000.0
827,19850111002999I,BOSTON,CESSNA,CE-310,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2300.0,400.0
828,19850111004489I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
829,19850112006199I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
830,19850112011749I,NEWBURYPORT,PIPER,PA-J3L,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,260.0,160.0
831,19850114004499I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
832,19850117005539I,BOSTON,CONVAIR-GENERAL DYNAMICS,640,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
833,19850122004829I,BOSTON,BOEING,727,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
834,19850123005459I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
835,19850125006229I,BOSTON,LOCKHEED,L-188 ELECTRA,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,UNKNOWN,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
836,19850127010729I,LAWRENCE,PIPER,PA-28RT,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,920.0,400.0
837,19850130004699I,BEDFORD,HUGHES,HU-369,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,0,0,UNKNOWN/FOREIGN,2824.522308892356,547.8739469578783
838,19850130004799I,BOSTON,LOCKHEED,L-188 ELECTRA,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
839,19850202006589I,BOSTON,LOCKHEED,L-188 ELECTRA,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
840,19850204010409I,MARLBORO,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,98.0,6.0
841,19850204012349I,NEW BEDFORD,EMBRAER,EMB-110 BANDEIRANTE,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
842,19850205008339I,HYANNIS,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
843,19850207008309I,HYANNIS,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
844,19850207008329I,NEW BEDFORD,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
845,19850213008369I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
846,19850213008729I,BOSTON,SHORTS-BOMBARDIER,330,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
847,19850214010469I,BOSTON,ENSTRM,ENSTRM-F28,OTHER,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,10515.0,2300.0
848,19850215008289I,BOSTON,CESSNA,CE-402,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
849,19850226009129I,BEDFORD,BEECH,BE-23,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
850,19850226010659I,BOSTON,BNORM,BN-2A,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,21500.0,247.0
851,19850228024999I,BEDFORD,GULSTM,GA-114,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1300.0,400.0
852,19850304024949I,HYANNIS,BNORM,BN-2A,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,8400.0,225.0
853,19850314017769I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
854,19850318015439I,ANDOVER,HUGHES,HU-369,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2900.0,2000.0
855,19850413017239I,BEDFORD,PIPER,PA-28R,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,700.0,300.0
856,19850414020149I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
857,19850420033619I,WORCESTER,BOLKMS,BO-105,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4055.0,200.0
858,19850504030709I,HYANNIS,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,280.0,165.0
859,19850602034379I,MANSFIELD,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,97.0,38.0
860,19850613035559I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
861,19850701038149I,TEWKSBURY,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,160.0,70.0
862,19850701040969I,WESTFIELD,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,65.0,37.0
863,19850702077559I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,18000.0,4380.0
864,19850709043119I,BEVERLY,LAKE,LA-4,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1450.0,60.0
865,19850714054959I,NORWOOD,,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,20.0,20.0
866,19850715052329I,NEW BEDFORD,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,6000.0,410.0
867,19850728053679I,NORWOOD,PIPER,PA-38,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,2824.522308892356,547.8739469578783
868,19850802060649I,BEVERLY,BEECH,BE-23,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
869,19850802060739I,NORWOOD,ROBSIN,R-22,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
870,19850809046129I,WESTFIELD,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2350.0,1000.0
871,19850810054849I,NEW BEDFORD,EMBRAER,EMB-110 BANDEIRANTE,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,6500.0,950.0
872,19850826067109I,NORWOOD,MBB,BK117,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,UNKNOWN/FOREIGN,2824.522308892356,547.8739469578783
873,19850828050589I,EAST LONGMEADOW,CESSNA,CE-150,OTHER,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,75.0,20.0
874,19850903051879I,HOLDEN,CESSNA,CE-303,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,11000.0,28.0
875,19850904049599I,MANSFIELD,CESSNA,CE-152,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,4000.0,6.0
876,19850904056729I,BOSTON,BOEING,747,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,0,0,UNKNOWN/FOREIGN,2824.522308892356,547.8739469578783
